camada	grupo	tratamiento	camada_grupo	feto	n_camada	muertos_camada	muerte
43	2	Inyecciones_dias_7_y_10	12	10	12	0	0
43	2	Inyecciones_dias_7_y_10	12	11	12	0	0
43	2	Inyecciones_dias_7_y_10	12	12	12	0	0
44	3	Inyecciones_dias_0_y_7	1	1	8	0	0
44	3	Inyecciones_dias_0_y_7	1	2	8	0	0
44	3	Inyecciones_dias_0_y_7	1	3	8	0	0
44	3	Inyecciones_dias_0_y_7	1	4	8	0	0
44	3	Inyecciones_dias_0_y_7	1	5	8	0	0
44	3	Inyecciones_dias_0_y_7	1	6	8	0	0
44	3	Inyecciones_dias_0_y_7	1	7	8	0	0
44	3	Inyecciones_dias_0_y_7	1	8	8	0	0
45	3	Inyecciones_dias_0_y_7	2	1	11	1	1
45	3	Inyecciones_dias_0_y_7	2	2	11	1	0
45	3	Inyecciones_dias_0_y_7	2	3	11	1	0
45	3	Inyecciones_dias_0_y_7	2	4	11	1	0
45	3	Inyecciones_dias_0_y_7	2	5	11	1	0
45	3	Inyecciones_dias_0_y_7	2	6	11	1	0
45	3	Inyecciones_dias_0_y_7	2	7	11	1	0
45	3	Inyecciones_dias_0_y_7	2	8	11	1	0
45	3	Inyecciones_dias_0_y_7	2	9	11	1	0
45	3	Inyecciones_dias_0_y_7	2	10	11	1	0
45	3	Inyecciones_dias_0_y_7	2	11	11	1	0
46	3	Inyecciones_dias_0_y_7	3	1	14	0	0
46	3	Inyecciones_dias_0_y_7	3	2	14	0	0
46	3	Inyecciones_dias_0_y_7	3	3	14	0	0
46	3	Inyecciones_dias_0_y_7	3	4	14	0	0
46	3	Inyecciones_dias_0_y_7	3	5	14	0	0
46	3	Inyecciones_dias_0_y_7	3	6	14	0	0
46	3	Inyecciones_dias_0_y_7	3	7	14	0	0
46	3	Inyecciones_dias_0_y_7	3	8	14	0	0
46	3	Inyecciones_dias_0_y_7	3	9	14	0	0
46	3	Inyecciones_dias_0_y_7	3	10	14	0	0
46	3	Inyecciones_dias_0_y_7	3	11	14	0	0
46	3	Inyecciones_dias_0_y_7	3	12	14	0	0
46	3	Inyecciones_dias_0_y_7	3	13	14	0	0
46	3	Inyecciones_dias_0_y_7	3	14	14	0	0
47	3	Inyecciones_dias_0_y_7	4	1	14	1	1
47	3	Inyecciones_dias_0_y_7	4	2	14	1	0
47	3	Inyecciones_dias_0_y_7	4	3	14	1	0
47	3	Inyecciones_dias_0_y_7	4	4	14	1	0
47	3	Inyecciones_dias_0_y_7	4	5	14	1	0
47	3	Inyecciones_dias_0_y_7	4	6	14	1	0
47	3	Inyecciones_dias_0_y_7	4	7	14	1	0
47	3	Inyecciones_dias_0_y_7	4	8	14	1	0
47	3	Inyecciones_dias_0_y_7	4	9	14	1	0
47	3	Inyecciones_dias_0_y_7	4	10	14	1	0
47	3	Inyecciones_dias_0_y_7	4	11	14	1	0
47	3	Inyecciones_dias_0_y_7	4	12	14	1	0
47	3	Inyecciones_dias_0_y_7	4	13	14	1	0
47	3	Inyecciones_dias_0_y_7	4	14	14	1	0
48	3	Inyecciones_dias_0_y_7	5	1	11	0	0
48	3	Inyecciones_dias_0_y_7	5	2	11	0	0
48	3	Inyecciones_dias_0_y_7	5	3	11	0	0
48	3	Inyecciones_dias_0_y_7	5	4	11	0	0
48	3	Inyecciones_dias_0_y_7	5	5	11	0	0
48	3	Inyecciones_dias_0_y_7	5	6	11	0	0
48	3	Inyecciones_dias_0_y_7	5	7	11	0	0
48	3	Inyecciones_dias_0_y_7	5	8	11	0	0
48	3	Inyecciones_dias_0_y_7	5	9	11	0	0
48	3	Inyecciones_dias_0_y_7	5	10	11	0	0
48	3	Inyecciones_dias_0_y_7	5	11	11	0	0
49	4	Inyecciones_semanales	1	1	3	0	0
49	4	Inyecciones_semanales	1	2	3	0	0
49	4	Inyecciones_semanales	1	3	3	0	0
50	4	Inyecciones_semanales	2	1	13	0	0
50	4	Inyecciones_semanales	2	2	13	0	0
50	4	Inyecciones_semanales	2	3	13	0	0
50	4	Inyecciones_semanales	2	4	13	0	0
50	4	Inyecciones_semanales	2	5	13	0	0
50	4	Inyecciones_semanales	2	6	13	0	0
50	4	Inyecciones_semanales	2	7	13	0	0
50	4	Inyecciones_semanales	2	8	13	0	0
50	4	Inyecciones_semanales	2	9	13	0	0
50	4	Inyecciones_semanales	2	10	13	0	0
50	4	Inyecciones_semanales	2	11	13	0	0
50	4	Inyecciones_semanales	2	12	13	0	0
50	4	Inyecciones_semanales	2	13	13	0	0
51	4	Inyecciones_semanales	3	1	9	2	1
51	4	Inyecciones_semanales	3	2	9	2	1
51	4	Inyecciones_semanales	3	3	9	2	0
51	4	Inyecciones_semanales	3	4	9	2	0
51	4	Inyecciones_semanales	3	5	9	2	0
51	4	Inyecciones_semanales	3	6	9	2	0
51	4	Inyecciones_semanales	3	7	9	2	0
51	4	Inyecciones_semanales	3	8	9	2	0
51	4	Inyecciones_semanales	3	9	9	2	0
52	4	Inyecciones_semanales	4	1	17	2	1
52	4	Inyecciones_semanales	4	2	17	2	1
52	4	Inyecciones_semanales	4	3	17	2	0
52	4	Inyecciones_semanales	4	4	17	2	0
52	4	Inyecciones_semanales	4	5	17	2	0
52	4	Inyecciones_semanales	4	6	17	2	0
52	4	Inyecciones_semanales	4	7	17	2	0
52	4	Inyecciones_semanales	4	8	17	2	0
52	4	Inyecciones_semanales	4	9	17	2	0
52	4	Inyecciones_semanales	4	10	17	2	0
52	4	Inyecciones_semanales	4	11	17	2	0
52	4	Inyecciones_semanales	4	12	17	2	0
52	4	Inyecciones_semanales	4	13	17	2	0
52	4	Inyecciones_semanales	4	14	17	2	0
52	4	Inyecciones_semanales	4	15	17	2	0
52	4	Inyecciones_semanales	4	16	17	2	0
52	4	Inyecciones_semanales	4	17	17	2	0
53	4	Inyecciones_semanales	5	1	15	0	0
53	4	Inyecciones_semanales	5	2	15	0	0
53	4	Inyecciones_semanales	5	3	15	0	0
53	4	Inyecciones_semanales	5	4	15	0	0
53	4	Inyecciones_semanales	5	5	15	0	0
53	4	Inyecciones_semanales	5	6	15	0	0
53	4	Inyecciones_semanales	5	7	15	0	0
53	4	Inyecciones_semanales	5	8	15	0	0
53	4	Inyecciones_semanales	5	9	15	0	0
53	4	Inyecciones_semanales	5	10	15	0	0
53	4	Inyecciones_semanales	5	11	15	0	0
53	4	Inyecciones_semanales	5	12	15	0	0
53	4	Inyecciones_semanales	5	13	15	0	0
53	4	Inyecciones_semanales	5	14	15	0	0
53	4	Inyecciones_semanales	5	15	15	0	0
54	4	Inyecciones_semanales	6	1	2	0	0
54	4	Inyecciones_semanales	6	2	2	0	0
55	4	Inyecciones_semanales	7	1	14	1	1
55	4	Inyecciones_semanales	7	2	14	1	0
55	4	Inyecciones_semanales	7	3	14	1	0
55	4	Inyecciones_semanales	7	4	14	1	0
55	4	Inyecciones_semanales	7	5	14	1	0
55	4	Inyecciones_semanales	7	6	14	1	0
55	4	Inyecciones_semanales	7	7	14	1	0
55	4	Inyecciones_semanales	7	8	14	1	0
55	4	Inyecciones_semanales	7	9	14	1	0
55	4	Inyecciones_semanales	7	10	14	1	0
55	4	Inyecciones_semanales	7	11	14	1	0
55	4	Inyecciones_semanales	7	12	14	1	0
55	4	Inyecciones_semanales	7	13	14	1	0
55	4	Inyecciones_semanales	7	14	14	1	0
56	4	Inyecciones_semanales	8	1	8	0	0
56	4	Inyecciones_semanales	8	2	8	0	0
56	4	Inyecciones_semanales	8	3	8	0	0
56	4	Inyecciones_semanales	8	4	8	0	0
56	4	Inyecciones_semanales	8	5	8	0	0
56	4	Inyecciones_semanales	8	6	8	0	0
56	4	Inyecciones_semanales	8	7	8	0	0
56	4	Inyecciones_semanales	8	8	8	0	0
57	4	Inyecciones_semanales	9	1	6	0	0
57	4	Inyecciones_semanales	9	2	6	0	0
57	4	Inyecciones_semanales	9	3	6	0	0
57	4	Inyecciones_semanales	9	4	6	0	0
57	4	Inyecciones_semanales	9	5	6	0	0
57	4	Inyecciones_semanales	9	6	6	0	0
58	4	Inyecciones_semanales	10	1	17	0	0
58	4	Inyecciones_semanales	10	2	17	0	0
58	4	Inyecciones_semanales	10	3	17	0	0
58	4	Inyecciones_semanales	10	4	17	0	0
58	4	Inyecciones_semanales	10	5	17	0	0
58	4	Inyecciones_semanales	10	6	17	0	0
58	4	Inyecciones_semanales	10	7	17	0	0
58	4	Inyecciones_semanales	10	8	17	0	0
58	4	Inyecciones_semanales	10	9	17	0	0
58	4	Inyecciones_semanales	10	10	17	0	0
58	4	Inyecciones_semanales	10	11	17	0	0
58	4	Inyecciones_semanales	10	12	17	0	0
58	4	Inyecciones_semanales	10	13	17	0	0
58	4	Inyecciones_semanales	10	14	17	0	0
58	4	Inyecciones_semanales	10	15	17	0	0
58	4	Inyecciones_semanales	10	16	17	0	0
58	4	Inyecciones_semanales	10	17	17	0	0
